TRI,hour,maxT,minT,windSpeed,cloudy,dark,heavy,light,sun
0,1,25,15,0,0,0,0,0,1
0,2,25,15,0,0,0,0,0,1
0,3,25,15,0,0,0,0,0,1
0,4,25,15,0,0,0,0,0,1
16,5,25,15,0,0,0,0,0,1
191,6,25,15,0,0,0,0,0,1
366,7,25,15,0,0,0,0,0,1
553,8,25,15,0,0,0,0,0,1
734,9,25,15,0,0,0,0,0,1
776,10,25,15,0,0,0,0,0,1
953,11,25,15,0,0,0,0,0,1
983,12,25,15,0,0,0,0,0,1
967,13,25,15,0,0,0,0,0,1
882,14,25,15,0,0,0,0,0,1
743,15,25,15,0,0,0,0,0,1
589,16,25,15,0,0,0,0,0,1
388,17,25,15,0,0,0,0,0,1
192,18,25,15,0,0,0,0,0,1
40,19,25,15,0,0,0,0,0,1
0,20,25,15,0,0,0,0,0,1
0,21,25,15,0,0,0,0,0,1
0,22,25,15,0,0,0,0,0,1
0,23,25,15,0,0,0,0,0,1
0,0,28,16,3,1,0,0,0,0
0,1,28,16,3,1,0,0,0,0
0,2,28,16,3,1,0,0,0,0
0,3,28,16,3,1,0,0,0,0
0,4,28,16,3,1,0,0,0,0
15,5,28,16,3,1,0,0,0,0
164,6,28,16,3,1,0,0,0,0
359,7,28,16,3,1,0,0,0,0
550,8,28,16,3,1,0,0,0,0
724,9,28,16,3,1,0,0,0,0
778,10,28,16,3,1,0,0,0,0
932,11,28,16,3,1,0,0,0,0
1015,12,28,16,3,1,0,0,0,0
568,13,28,16,3,1,0,0,0,0
831,14,28,16,3,1,0,0,0,0
729,15,28,16,3,1,0,0,0,0
412,16,28,16,3,1,0,0,0,0
243,17,28,16,3,1,0,0,0,0
104,18,28,16,3,1,0,0,0,0
22,19,28,16,3,1,0,0,0,0
0,20,28,16,3,1,0,0,0,0
0,21,28,16,3,1,0,0,0,0
0,22,28,16,3,1,0,0,0,0
0,23,28,16,3,1,0,0,0,0
0,0,21,15,3,0,1,0,0,0
0,1,21,15,3,0,1,0,0,0
0,2,21,15,3,0,1,0,0,0
0,3,21,15,3,0,1,0,0,0
0,4,21,15,3,0,1,0,0,0
5,5,21,15,3,0,1,0,0,0
53,6,21,15,3,0,1,0,0,0
24,7,21,15,3,0,1,0,0,0
47,8,21,15,3,0,1,0,0,0
168,9,21,15,3,0,1,0,0,0
339,10,21,15,3,0,1,0,0,0
698,11,21,15,3,0,1,0,0,0
220,12,21,15,3,0,1,0,0,0
181,13,21,15,3,0,1,0,0,0
346,14,21,15,3,0,1,0,0,0
219,15,21,15,3,0,1,0,0,0
263,16,21,15,3,0,1,0,0,0
83,17,21,15,3,0,1,0,0,0
19,18,21,15,3,0,1,0,0,0
9,19,21,15,3,0,1,0,0,0
0,20,21,15,3,0,1,0,0,0
0,21,21,15,3,0,1,0,0,0
0,22,21,15,3,0,1,0,0,0
0,23,21,15,3,0,1,0,0,0
0,0,19,15,2,0,0,0,1,0
0,1,19,15,2,0,0,0,1,0
0,2,19,15,2,0,0,0,1,0
0,3,19,15,2,0,0,0,1,0
0,4,19,15,2,0,0,0,1,0
8,5,19,15,2,0,0,0,1,0
68,6,19,15,2,0,0,0,1,0
194,7,19,15,2,0,0,0,1,0
61,8,19,15,2,0,0,0,1,0
62,9,19,15,2,0,0,0,1,0
205,10,19,15,2,0,0,0,1,0
311,11,19,15,2,0,0,0,1,0
64,12,19,15,2,0,0,0,1,0
152,13,19,15,2,0,0,0,1,0
240,14,19,15,2,0,0,0,1,0
316,15,19,15,2,0,0,0,1,0
181,16,19,15,2,0,0,0,1,0
201,17,19,15,2,0,0,0,1,0
122,18,19,15,2,0,0,0,1,0
22,19,19,15,2,0,0,0,1,0
0,20,19,15,2,0,0,0,1,0
0,21,19,15,2,0,0,0,1,0
0,22,19,15,2,0,0,0,1,0
0,23,19,15,2,0,0,0,1,0
0,0,26,18,3,0,1,0,0,0
0,1,26,18,3,0,1,0,0,0
0,2,26,18,3,0,1,0,0,0
0,3,26,18,3,0,1,0,0,0
0,4,26,18,3,0,1,0,0,0
14,5,26,18,3,0,1,0,0,0
46,6,26,18,3,0,1,0,0,0
77,7,26,18,3,0,1,0,0,0
124,8,26,18,3,0,1,0,0,0
405,9,26,18,3,0,1,0,0,0
942,10,26,18,3,0,1,0,0,0
1078,11,26,18,3,0,1,0,0,0
328,12,26,18,3,0,1,0,0,0
981,13,26,18,3,0,1,0,0,0
966,14,26,18,3,0,1,0,0,0
808,15,26,18,3,0,1,0,0,0
439,16,26,18,3,0,1,0,0,0
160,17,26,18,3,0,1,0,0,0
87,18,26,18,3,0,1,0,0,0
21,19,26,18,3,0,1,0,0,0
0,20,26,18,3,0,1,0,0,0
0,21,26,18,3,0,1,0,0,0
0,22,26,18,3,0,1,0,0,0
0,23,26,18,3,0,1,0,0,0
0,0,25,16,1,0,1,0,0,0
0,1,25,16,1,0,1,0,0,0
0,2,25,16,1,0,1,0,0,0
0,3,25,16,1,0,1,0,0,0
0,4,25,16,1,0,1,0,0,0
6,5,25,16,1,0,1,0,0,0
78,6,25,16,1,0,1,0,0,0
180,7,25,16,1,0,1,0,0,0
283,8,25,16,1,0,1,0,0,0
176,9,25,16,1,0,1,0,0,0
478,10,25,16,1,0,1,0,0,0
864,11,25,16,1,0,1,0,0,0
859,12,25,16,1,0,1,0,0,0
870,13,25,16,1,0,1,0,0,0
513,14,25,16,1,0,1,0,0,0
69,15,25,16,1,0,1,0,0,0
36,16,25,16,1,0,1,0,0,0
14,17,25,16,1,0,1,0,0,0
28,18,25,16,1,0,1,0,0,0
999999,19,25,16,1,0,1,0,0,0
0,20,25,16,1,0,1,0,0,0
0,21,25,16,1,0,1,0,0,0
0,22,25,16,1,0,1,0,0,0
0,23,25,16,1,0,1,0,0,0
0,0,27,16,2,0,1,0,0,0
0,1,27,16,2,0,1,0,0,0
0,2,27,16,2,0,1,0,0,0
0,3,27,16,2,0,1,0,0,0
0,4,27,16,2,0,1,0,0,0
9,5,27,16,2,0,1,0,0,0
135,6,27,16,2,0,1,0,0,0
342,7,27,16,2,0,1,0,0,0
579,8,27,16,2,0,1,0,0,0
516,9,27,16,2,0,1,0,0,0
939,10,27,16,2,0,1,0,0,0
1030,11,27,16,2,0,1,0,0,0
1049,12,27,16,2,0,1,0,0,0
1078,13,27,16,2,0,1,0,0,0
839,14,27,16,2,0,1,0,0,0
330,15,27,16,2,0,1,0,0,0
337,16,27,16,2,0,1,0,0,0
277,17,27,16,2,0,1,0,0,0
114,18,27,16,2,0,1,0,0,0
50,19,27,16,2,0,1,0,0,0
0,20,27,16,2,0,1,0,0,0
0,21,27,16,2,0,1,0,0,0
0,22,27,16,2,0,1,0,0,0
0,23,27,16,2,0,1,0,0,0
0,0,30,20,2,1,0,0,0,0
0,1,30,20,2,1,0,0,0,0
0,2,30,20,2,1,0,0,0,0
0,3,30,20,2,1,0,0,0,0
0,4,30,20,2,1,0,0,0,0
11,5,30,20,2,1,0,0,0,0
155,6,30,20,2,1,0,0,0,0
368,7,30,20,2,1,0,0,0,0
562,8,30,20,2,1,0,0,0,0
733,9,30,20,2,1,0,0,0,0
867,10,30,20,2,1,0,0,0,0
950,11,30,20,2,1,0,0,0,0
978,12,30,20,2,1,0,0,0,0
954,13,30,20,2,1,0,0,0,0
889,14,30,20,2,1,0,0,0,0
774,15,30,20,2,1,0,0,0,0
324,16,30,20,2,1,0,0,0,0
204,17,30,20,2,1,0,0,0,0
139,18,30,20,2,1,0,0,0,0
19,19,30,20,2,1,0,0,0,0
0,20,30,20,2,1,0,0,0,0
0,21,30,20,2,1,0,0,0,0
0,22,30,20,2,1,0,0,0,0
0,23,30,20,2,1,0,0,0,0
0,0,23,17,5,0,0,0,1,0
0,1,23,17,5,0,0,0,1,0
0,2,23,17,5,0,0,0,1,0
0,3,23,17,5,0,0,0,1,0
0,4,23,17,5,0,0,0,1,0
10,5,23,17,5,0,0,0,1,0
47,6,23,17,5,0,0,0,1,0
170,7,23,17,5,0,0,0,1,0
253,8,23,17,5,0,0,0,1,0
225,9,23,17,5,0,0,0,1,0
231,10,23,17,5,0,0,0,1,0
161,11,23,17,5,0,0,0,1,0
168,12,23,17,5,0,0,0,1,0
62,13,23,17,5,0,0,0,1,0
46,14,23,17,5,0,0,0,1,0
82,15,23,17,5,0,0,0,1,0
82,16,23,17,5,0,0,0,1,0
56,17,23,17,5,0,0,0,1,0
41,18,23,17,5,0,0,0,1,0
6,19,23,17,5,0,0,0,1,0
0,20,23,17,5,0,0,0,1,0
0,21,23,17,5,0,0,0,1,0
0,22,23,17,5,0,0,0,1,0
0,23,23,17,5,0,0,0,1,0
0,0,27,16,2,0,0,0,0,1
0,1,27,16,2,0,0,0,0,1
0,2,27,16,2,0,0,0,0,1
0,3,27,16,2,0,0,0,0,1
0,4,27,16,2,0,0,0,0,1
11,5,27,16,2,0,0,0,0,1
102,6,27,16,2,0,0,0,0,1
351,7,27,16,2,0,0,0,0,1
552,8,27,16,2,0,0,0,0,1
737,9,27,16,2,0,0,0,0,1
848,10,27,16,2,0,0,0,0,1
979,11,27,16,2,0,0,0,0,1
989,12,27,16,2,0,0,0,0,1
971,13,27,16,2,0,0,0,0,1
916,14,27,16,2,0,0,0,0,1
748,15,27,16,2,0,0,0,0,1
585,16,27,16,2,0,0,0,0,1
400,17,27,16,2,0,0,0,0,1
191,18,27,16,2,0,0,0,0,1
31,19,27,16,2,0,0,0,0,1
0,20,27,16,2,0,0,0,0,1
0,21,27,16,2,0,0,0,0,1
0,22,27,16,2,0,0,0,0,1
0,23,27,16,2,0,0,0,0,1
0,0,26,16,2,0,0,0,1,0
0,1,26,16,2,0,0,0,1,0
0,2,26,16,2,0,0,0,1,0
0,3,26,16,2,0,0,0,1,0
0,4,26,16,2,0,0,0,1,0
19,5,26,16,2,0,0,0,1,0
16,6,26,16,2,0,0,0,1,0
98,7,26,16,2,0,0,0,1,0
11,8,26,16,2,0,0,0,1,0
741,9,26,16,2,0,0,0,1,0
554,10,26,16,2,0,0,0,1,0
932,11,26,16,2,0,0,0,1,0
972,12,26,16,2,0,0,0,1,0
916,13,26,16,2,0,0,0,1,0
482,14,26,16,2,0,0,0,1,0
283,15,26,16,2,0,0,0,1,0
216,16,26,16,2,0,0,0,1,0
176,17,26,16,2,0,0,0,1,0
80,18,26,16,2,0,0,0,1,0
14,19,26,16,2,0,0,0,1,0
0,20,26,16,2,0,0,0,1,0
0,21,26,16,2,0,0,0,1,0
0,22,26,16,2,0,0,0,1,0
0,23,26,16,2,0,0,0,1,0
0,0,27,16,1,0,1,0,0,0
0,1,27,16,1,0,1,0,0,0
0,2,27,16,1,0,1,0,0,0
0,3,27,16,1,0,1,0,0,0
0,4,27,16,1,0,1,0,0,0
6,5,27,16,1,0,1,0,0,0
142,6,27,16,1,0,1,0,0,0
349,7,27,16,1,0,1,0,0,0
551,8,27,16,1,0,1,0,0,0
696,9,27,16,1,0,1,0,0,0
835,10,27,16,1,0,1,0,0,0
921,11,27,16,1,0,1,0,0,0
1049,12,27,16,1,0,1,0,0,0
915,13,27,16,1,0,1,0,0,0
874,14,27,16,1,0,1,0,0,0
24,15,27,16,1,0,1,0,0,0
21,16,27,16,1,0,1,0,0,0
153,17,27,16,1,0,1,0,0,0
173,18,27,16,1,0,1,0,0,0
32,19,27,16,1,0,1,0,0,0
0,20,27,16,1,0,1,0,0,0
0,21,27,16,1,0,1,0,0,0
0,22,27,16,1,0,1,0,0,0
0,23,27,16,1,0,1,0,0,0
0,0,29,18,3,0,0,0,0,1
0,1,29,18,3,0,0,0,0,1
0,2,29,18,3,0,0,0,0,1
0,3,29,18,3,0,0,0,0,1
0,4,29,18,3,0,0,0,0,1
8,5,29,18,3,0,0,0,0,1
143,6,29,18,3,0,0,0,0,1
333,7,29,18,3,0,0,0,0,1
542,8,29,18,3,0,0,0,0,1
706,9,29,18,3,0,0,0,0,1
847,10,29,18,3,0,0,0,0,1
934,11,29,18,3,0,0,0,0,1
963,12,29,18,3,0,0,0,0,1
931,13,29,18,3,0,0,0,0,1
860,14,29,18,3,0,0,0,0,1
739,15,29,18,3,0,0,0,0,1
573,16,29,18,3,0,0,0,0,1
386,17,29,18,3,0,0,0,0,1
182,18,29,18,3,0,0,0,0,1
25,19,29,18,3,0,0,0,0,1
0,20,29,18,3,0,0,0,0,1
0,21,29,18,3,0,0,0,0,1
0,22,29,18,3,0,0,0,0,1
0,23,29,18,3,0,0,0,0,1
0,0,28,17,3,1,0,0,0,0
0,1,28,17,3,1,0,0,0,0
0,2,28,17,3,1,0,0,0,0
0,3,28,17,3,1,0,0,0,0
0,4,28,17,3,1,0,0,0,0
7,5,28,17,3,1,0,0,0,0
123,6,28,17,3,1,0,0,0,0
279,7,28,17,3,1,0,0,0,0
508,8,28,17,3,1,0,0,0,0
680,9,28,17,3,1,0,0,0,0
803,10,28,17,3,1,0,0,0,0
917,11,28,17,3,1,0,0,0,0
973,12,28,17,3,1,0,0,0,0
958,13,28,17,3,1,0,0,0,0
832,14,28,17,3,1,0,0,0,0
396,15,28,17,3,1,0,0,0,0
194,16,28,17,3,1,0,0,0,0
101,17,28,17,3,1,0,0,0,0
7,18,28,17,3,1,0,0,0,0
61,19,28,17,3,1,0,0,0,0
0,20,28,17,3,1,0,0,0,0
0,21,28,17,3,1,0,0,0,0
0,22,28,17,3,1,0,0,0,0
0,23,28,17,3,1,0,0,0,0
0,0,27,18,2,0,1,0,0,0
0,1,27,18,2,0,1,0,0,0
0,2,27,18,2,0,1,0,0,0
0,3,27,18,2,0,1,0,0,0
0,4,27,18,2,0,1,0,0,0
3,5,27,18,2,0,1,0,0,0
89,6,27,18,2,0,1,0,0,0
257,7,27,18,2,0,1,0,0,0
473,8,27,18,2,0,1,0,0,0
441,9,27,18,2,0,1,0,0,0
674,10,27,18,2,0,1,0,0,0
623,11,27,18,2,0,1,0,0,0
801,12,27,18,2,0,1,0,0,0
414,13,27,18,2,0,1,0,0,0
639,14,27,18,2,0,1,0,0,0
394,15,27,18,2,0,1,0,0,0
195,16,27,18,2,0,1,0,0,0
97,17,27,18,2,0,1,0,0,0
88,18,27,18,2,0,1,0,0,0
8,19,27,18,2,0,1,0,0,0
0,20,27,18,2,0,1,0,0,0
0,21,27,18,2,0,1,0,0,0
0,22,27,18,2,0,1,0,0,0
0,23,27,18,2,0,1,0,0,0
0,0,23,14,3,0,0,0,1,0
0,1,23,14,3,0,0,0,1,0
0,2,23,14,3,0,0,0,1,0
0,3,23,14,3,0,0,0,1,0
0,4,23,14,3,0,0,0,1,0
0,5,23,14,3,0,0,0,1,0
20,6,23,14,3,0,0,0,1,0
44,7,23,14,3,0,0,0,1,0
100,8,23,14,3,0,0,0,1,0
190,9,23,14,3,0,0,0,1,0
130,10,23,14,3,0,0,0,1,0
250,11,23,14,3,0,0,0,1,0
145,12,23,14,3,0,0,0,1,0
236,13,23,14,3,0,0,0,1,0
346,14,23,14,3,0,0,0,1,0
792,15,23,14,3,0,0,0,1,0
421,16,23,14,3,0,0,0,1,0
380,17,23,14,3,0,0,0,1,0
172,18,23,14,3,0,0,0,1,0
21,19,23,14,3,0,0,0,1,0
0,20,23,14,3,0,0,0,1,0
0,21,23,14,3,0,0,0,1,0
0,22,23,14,3,0,0,0,1,0
0,23,23,14,3,0,0,0,1,0
0,0,25,12,3,0,0,0,1,0
0,1,25,12,3,0,0,0,1,0
0,2,25,12,3,0,0,0,1,0
0,3,25,12,3,0,0,0,1,0
0,4,25,12,3,0,0,0,1,0
6,5,25,12,3,0,0,0,1,0
126,6,25,12,3,0,0,0,1,0
265,7,25,12,3,0,0,0,1,0
508,8,25,12,3,0,0,0,1,0
694,9,25,12,3,0,0,0,1,0
856,10,25,12,3,0,0,0,1,0
951,11,25,12,3,0,0,0,1,0
1016,12,25,12,3,0,0,0,1,0
294,13,25,12,3,0,0,0,1,0
852,14,25,12,3,0,0,0,1,0
802,15,25,12,3,0,0,0,1,0
241,16,25,12,3,0,0,0,1,0
391,17,25,12,3,0,0,0,1,0
184,18,25,12,3,0,0,0,1,0
19,19,25,12,3,0,0,0,1,0
0,20,25,12,3,0,0,0,1,0
0,21,25,12,3,0,0,0,1,0
0,22,25,12,3,0,0,0,1,0
0,23,25,12,3,0,0,0,1,0
0,0,26,13,1,1,0,0,0,0
0,1,26,13,1,1,0,0,0,0
0,2,26,13,1,1,0,0,0,0
0,3,26,13,1,1,0,0,0,0
0,4,26,13,1,1,0,0,0,0
6,5,26,13,1,1,0,0,0,0
137,6,26,13,1,1,0,0,0,0
243,7,26,13,1,1,0,0,0,0
535,8,26,13,1,1,0,0,0,0
706,9,26,13,1,1,0,0,0,0
854,10,26,13,1,1,0,0,0,0
951,11,26,13,1,1,0,0,0,0
473,12,26,13,1,1,0,0,0,0
1000,13,26,13,1,1,0,0,0,0
476,14,26,13,1,1,0,0,0,0
778,15,26,13,1,1,0,0,0,0
627,16,26,13,1,1,0,0,0,0
375,17,26,13,1,1,0,0,0,0
148,18,26,13,1,1,0,0,0,0
18,19,26,13,1,1,0,0,0,0
0,20,26,13,1,1,0,0,0,0
0,21,26,13,1,1,0,0,0,0
0,22,26,13,1,1,0,0,0,0
0,23,26,13,1,1,0,0,0,0
